id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
1374,3,4,1,3,53,26,31,2,10
1375,5,32,41,44,18,38,63,12,24
1376,3,94,7,38,14,90,45,71,10
1377,6,18,75,9,24,34,1,52,88
1378,3,73,26,95,68,61,54,19,3
1379,4,23,93,5,39,15,1,14,19
1380,5,80,25,54,89,61,42,19,3
1381,7,52,43,19,46,12,82,1,44
1382,4,3,67,54,41,46,31,5,40
1383,3,26,40,29,92,69,61,68,1
1384,2,59,62,56,74,29,47,12,21
1385,3,87,33,52,28,95,26,71,14
1386,4,10,29,75,17,77,67,45,21
1387,4,5,48,54,68,38,53,85,69
1388,2,63,45,4,5,12,82,17,30
1389,5,74,51,54,1,61,45,3,38
1390,5,42,72,95,4,93,1,24,10
1391,6,74,94,61,1,14,75,23,52
1392,4,53,42,61,1,82,40,22,75
1393,4,11,60,29,87,88,3,32,56
1394,7,38,52,8,39,88,18,1,56
1395,2,17,66,1,2,3,32,100,10
1396,7,90,86,74,60,19,3,8,4
1397,7,2,54,50,90,96,13,40,75
1398,2,1,73,10,38,57,47,77,40
1399,3,59,19,43,16,32,71,12,89
1400,5,22,48,25,60,80,39,17,38
1401,4,10,87,1,4,26,53,3,72
1402,4,59,61,13,28,32,20,10,94
1403,4,87,12,23,63,19,5,89,83
1404,7,27,32,87,5,36,46,52,61
1405,4,53,56,17,23,19,38,12,74
1406,4,26,24,18,12,45,90,94,72
1407,3,44,95,87,66,24,27,34,62
1408,3,45,67,39,51,19,24,13,31
1409,5,95,74,75,19,4,46,14,21
1410,5,53,1,25,20,87,50,42,26
1411,6,54,19,29,11,66,88,51,1
1412,4,1,86,39,3,66,45,60,37
1413,5,1,86,32,18,33,19,54,94
1414,4,89,48,60,34,65,21,17,19
1415,3,18,97,82,38,3,33,60,47
1416,7,3,80,24,33,20,47,22,39
1417,4,73,46,12,52,39,77,10,3
1418,5,42,86,3,91,47,35,5,40
1419,2,9,19,1,87,2,50,94,74
1420,8,59,70,25,28,31,9,53,87
1421,6,23,27,32,46,28,61,83,26
1422,8,91,16,26,32,11,4,52,24
1423,3,2,46,4,31,26,11,49,81
1424,2,38,51,37,12,40,99,53,42
1425,2,80,82,95,90,4,42,75,3
1426,3,43,53,40,4,81,26,11,48
1427,5,32,10,43,70,80,46,81,89
1428,3,32,3,14,16,66,13,60,48
1429,5,31,88,4,63,1,17,5,26
1430,6,20,88,1,54,75,34,38,44
1431,4,49,4,6,50,53,8,5,100
1432,3,33,1,3,89,19,95,28,25
1433,3,100,1,53,88,11,41,60,74
1434,3,16,22,61,99,59,49,5,77
1435,3,68,99,82,14,1,57,13,73
1436,8,96,1,49,95,69,32,48,30
1437,4,47,31,4,1,28,89,53,54
1438,3,7,89,19,45,95,5,1,33
1439,4,69,32,26,12,10,1,5,66
1440,5,23,81,89,96,66,87,31,25
1441,4,17,46,81,88,1,37,24,68
1442,4,12,26,11,47,10,9,1,42
1443,2,3,11,10,12,60,17,73,87
1444,5,81,45,42,88,47,9,82,10
1445,3,46,81,35,38,58,61,96,1
1446,3,7,32,80,12,89,46,25,1
1447,5,11,74,52,6,51,45,18,5
1448,4,89,74,36,52,95,47,19,5
1449,6,51,39,5,11,19,82,28,17
1450,4,66,1,68,42,19,31,60,52
1451,3,50,94,16,40,1,19,32,24
1452,2,28,88,24,7,30,33,11,5
1453,4,81,73,4,39,19,25,1,96
1454,8,25,10,75,15,43,1,95,27
1455,5,58,1,59,18,67,23,88,24
1456,5,24,10,1,8,56,45,67,39
1457,5,88,31,1,60,48,5,75,3
1458,2,20,2,46,38,25,1,92,28
1459,3,53,75,24,26,40,18,38,28
1460,6,2,4,7,75,61,81,64,32
1461,2,58,1,24,77,3,74,5,73
1462,3,40,96,18,47,52,45,3,15
1463,4,96,1,60,46,27,31,26,16
1464,7,59,26,57,39,17,47,10,18
1465,2,87,98,11,14,1,59,3,12
1466,4,64,24,44,33,95,59,8,26
1467,4,11,20,81,80,1,46,60,44
1468,4,100,5,39,66,24,73,14,96
1469,5,88,47,13,34,1,53,25,30
1470,5,33,96,1,87,24,53,23,22
1471,4,48,1,38,80,100,12,36,52
1472,8,94,75,1,80,58,59,31,73
1473,4,60,31,87,3,45,49,52,61
1474,3,19,99,46,16,38,95,26,80
1475,2,94,2,72,16,1,85,95,17
1476,2,4,53,1,2,3,66,51,20
1477,8,1,47,79,27,88,32,2,97
1478,3,65,1,13,59,18,19,12,35
1479,6,88,70,89,9,78,43,68,54
1480,7,23,1,59,87,54,25,3,4
1481,4,80,9,94,84,24,54,95,62
1482,4,33,23,7,75,46,97,27,71
1483,2,85,40,23,70,39,98,11,1
1484,4,73,16,89,22,67,1,19,32
1485,6,67,33,44,5,1,13,4,89
1486,2,46,66,9,99,49,62,5,94
1487,6,1,74,64,52,82,22,4,33
1488,8,54,18,30,80,52,26,40,61
1489,3,40,23,38,11,56,53,24,80
1490,6,62,56,38,89,94,2,70,3
1491,7,97,14,61,52,11,65,54,50
1492,4,1,41,89,44,94,15,36,73
1493,5,41,87,33,31,53,10,81,4
1494,2,46,7,59,35,18,16,1,87
1495,2,81,80,8,30,53,25,36,32
1496,2,49,96,79,30,31,60,1,8
1497,3,20,25,79,11,77,34,38,54
1498,8,96,28,18,32,82,74,12,6
1499,3,88,24,47,18,64,1,52,12
1500,4,46,38,1,39,100,10,87,83
1501,3,96,54,12,63,3,59,33,10
1502,2,84,61,50,4,77,81,31,1
1503,3,12,54,5,14,33,45,3,68
1504,2,17,82,10,1,26,52,4,11
1505,6,66,44,4,68,3,39,10,6
1506,6,19,26,24,37,5,28,1,38
1507,4,18,81,3,66,10,89,1,61
1508,4,1,88,51,7,3,38,36,17
1509,4,32,46,4,1,24,62,59,47
1510,3,5,32,1,34,17,3,52,26
1511,4,28,1,24,91,33,10,53,11
1512,5,48,58,45,75,54,95,1,46
1513,4,40,26,1,4,14,24,25,38
1514,3,95,5,40,20,75,32,53,10
1515,4,1,77,11,52,18,26,81,17
1516,4,4,82,1,52,31,50,80,36
1517,4,8,47,53,20,25,1,12,81
1518,4,27,1,81,24,17,36,79,83
1519,2,75,12,19,6,53,67,1,87
1520,2,48,56,8,24,80,54,88,18
1521,7,20,81,13,32,83,73,18,75
1522,3,96,86,59,58,52,88,9,38
1523,2,1,33,46,67,10,31,80,23
1524,5,11,1,9,74,45,47,33,22
1525,4,52,11,54,45,72,89,39,1
1526,5,18,26,89,33,59,45,51,86
1527,4,47,31,19,79,30,33,68,25
1528,6,96,87,29,50,31,5,39,19
1529,8,46,5,53,2,6,26,16,50
1530,5,33,4,74,40,94,95,18,90
1531,3,26,96,10,32,52,58,12,87
1532,3,47,42,78,80,9,11,43,16
1533,6,66,53,99,80,17,14,31,19
1534,2,52,38,54,3,12,71,23,1
1535,3,18,1,45,59,20,7,88,32
1536,6,54,1,6,11,40,47,45,52
1537,4,1,49,24,10,94,47,22,45
1538,3,16,23,9,22,35,27,80,1
1539,4,52,40,61,26,6,3,87,1
1540,3,99,22,68,79,3,47,53,81
1541,4,15,13,59,47,54,31,89,76
1542,5,22,94,63,56,27,59,17,60
1543,2,16,87,82,54,75,15,73,74
1544,6,69,36,88,45,32,2,94,24
1545,4,80,33,23,27,28,25,24,87
1546,7,52,91,1,46,59,33,72,25
1547,4,47,95,1,5,4,61,66,31
1548,3,59,2,62,43,96,1,5,75
1549,3,25,54,17,82,60,12,39,49
1550,5,12,75,22,11,1,67,44,89
1551,7,7,65,86,87,76,44,48,1
1552,3,24,39,18,33,23,99,1,88
1553,4,53,46,12,84,80,20,35,41
1554,4,10,96,83,24,17,18,91,1
1555,4,1,37,6,87,82,72,4,5
1556,5,81,5,52,58,1,14,15,10
1557,7,39,21,64,11,12,58,4,96
1558,3,2,81,15,68,42,38,4,16
1559,8,29,80,10,61,32,39,30,54
1560,5,88,25,47,36,79,57,55,2
1561,5,17,1,4,12,20,50,46,26
1562,3,7,16,98,3,31,66,29,94
1563,5,6,57,25,19,17,83,16,44
1564,4,59,26,71,53,3,75,5,40
1565,2,82,25,26,52,95,80,67,10
1566,4,15,96,43,1,3,89,28,40
1567,7,37,82,89,58,38,22,28,52
1568,3,40,36,31,1,87,82,17,20
1569,3,52,82,63,30,16,1,53,73
1570,6,1,94,5,19,88,16,46,26
1571,5,91,61,43,12,15,94,75,19
1572,8,81,34,24,21,9,73,49,3
1573,4,82,96,1,61,33,18,25,12
1574,3,60,6,16,48,25,8,61,74
1575,3,59,94,11,85,38,25,33,53
1576,2,95,33,26,91,20,10,32,74
1577,4,74,5,24,33,21,19,39,80
1578,3,26,3,24,58,31,97,66,37
1579,4,3,87,17,1,61,67,22,85
1580,5,31,68,96,56,15,33,53,75
1581,3,10,1,82,12,33,98,54,81
1582,7,1,67,39,88,47,5,49,10
1583,4,31,1,74,33,67,5,52,47
1584,4,46,66,26,9,31,82,47,16
1585,4,5,28,3,90,76,16,10,17
1586,2,29,53,94,47,17,81,1,82
1587,4,88,73,95,35,12,1,30,25
1588,3,20,11,4,47,1,89,23,3
1589,3,53,59,22,94,5,76,19,38
1590,4,45,89,86,79,12,10,23,55
1591,6,89,60,27,73,12,63,40,26
1592,4,6,10,73,12,3,82,33,87
1593,7,1,66,95,59,32,54,48,12
1594,4,12,26,60,66,20,11,33,38
1595,2,1,50,49,12,34,81,57,28
1596,4,95,96,36,49,89,27,1,47
1597,8,1,50,97,96,32,9,4,47
1598,6,15,7,1,75,93,29,47,59
1599,5,87,1,4,44,53,12,26,8
1600,2,27,5,81,9,59,25,14,67
1601,3,22,3,24,89,59,87,1,53
1602,2,1,7,67,9,3,85,29,12
1603,4,7,25,1,23,29,43,28,16
1604,4,78,40,68,87,39,1,82,46
1605,2,1,3,7,26,24,60,53,11
1606,4,51,59,46,41,54,74,32,60
1607,6,59,76,54,41,94,40,1,95
1608,4,26,1,25,64,52,12,81,96
1609,4,21,43,45,60,65,34,4,52
1610,6,26,2,59,58,38,23,1,94
1611,6,1,68,81,77,17,74,38,66
1612,4,1,46,54,40,30,24,17,47
1613,3,17,1,9,67,47,95,19,82
1614,3,61,1,36,6,18,5,16,73
1615,7,88,51,52,99,83,33,1,25
1616,3,26,53,41,10,4,95,75,55
1617,4,52,10,59,24,68,1,55,32
1618,4,8,82,26,89,46,34,28,52
1619,3,46,32,50,10,1,80,52,17
1620,3,40,43,16,1,5,46,29,73
1621,8,71,21,66,18,10,20,87,5
1622,4,45,39,56,5,73,30,23,38
1623,5,14,42,53,25,61,19,10,17
1624,2,9,45,70,52,48,1,5,4
1625,2,84,74,18,73,47,54,1,39
1626,7,54,82,80,47,37,17,1,9
1627,3,46,13,30,61,48,1,54,89
1628,6,53,19,31,1,17,27,45,25
1629,4,60,94,5,95,88,22,17,70
1630,6,52,17,63,31,11,21,14,79
1631,3,18,12,4,75,42,59,25,73
1632,7,30,19,59,85,29,68,22,76
1633,4,1,33,47,31,14,59,75,94
1634,3,49,74,23,55,1,3,51,27
1635,4,95,82,31,1,32,19,17,29
1636,4,90,77,39,18,73,40,75,11
1637,5,67,40,39,19,46,17,4,75
1638,2,1,31,39,81,46,27,52,63
1639,2,83,1,89,5,33,16,87,30
1640,6,30,60,2,95,61,59,52,80
1641,2,12,1,23,88,24,94,5,17
1642,4,4,49,87,64,32,1,57,86
1643,4,81,32,12,1,14,96,20,35
1644,4,72,80,29,1,39,82,7,38
1645,8,36,17,88,47,84,65,41,23
1646,4,80,66,98,33,50,81,59,87
1647,4,68,25,21,53,18,1,79,38
1648,8,11,24,26,75,82,1,48,59
1649,2,46,6,22,90,38,89,31,37
1650,4,21,10,48,11,95,91,19,59
1651,3,4,26,10,89,32,53,45,35
1652,3,21,37,38,73,75,20,1,53
1653,8,1,45,14,6,97,31,10,32
1654,5,40,54,20,89,36,38,39,25
1655,6,68,85,87,64,91,89,95,47
1656,4,31,3,74,38,6,25,37,5
1657,4,1,56,22,17,62,96,98,12
1658,3,60,82,51,56,27,1,31,57
1659,4,1,82,81,11,52,88,47,5
1660,2,68,33,41,29,18,40,19,63
1661,5,39,87,15,43,1,95,19,18
1662,6,18,54,26,1,20,35,24,32
1663,3,19,36,12,1,94,89,8,4
1664,4,10,46,27,88,1,80,34,67
1665,2,36,31,5,30,55,88,18,89
1666,4,18,82,13,42,12,25,23,8
1667,5,53,96,45,46,54,55,74,67
1668,2,7,94,47,40,59,22,3,96
1669,5,8,12,1,23,48,38,82,10
1670,4,88,24,1,31,21,25,33,59
1671,2,87,18,1,55,32,63,54,33
1672,4,58,5,32,20,15,53,30,95
1673,3,39,37,94,17,1,88,74,87
1674,3,57,79,54,37,20,45,81,53
1675,2,88,13,17,46,18,6,33,1
1676,2,27,10,15,59,45,23,74,12
1677,5,27,13,18,60,8,3,82,22
1678,2,1,11,53,85,41,36,75,25
1679,8,26,35,96,22,10,45,52,82
1680,6,55,87,23,2,1,88,9,65
1681,5,33,26,24,59,98,94,87,17
1682,2,1,40,91,96,67,12,17,31
1683,6,7,27,74,8,31,37,40,1
1684,2,54,1,25,67,7,77,11,80
1685,6,73,5,31,12,87,10,96,35
1686,2,40,31,1,23,48,71,39,38
1687,2,21,92,32,14,1,17,37,38
1688,5,87,24,29,41,68,1,54,26
1689,2,39,33,52,25,24,41,73,1
1690,6,47,11,53,24,25,46,67,73
1691,7,4,92,78,5,96,89,31,12
1692,5,32,11,45,18,39,62,30,95
1693,2,47,23,67,61,95,11,24,89
1694,2,45,81,5,59,63,1,3,56
1695,3,25,100,73,7,5,2,1,82
1696,5,17,82,22,33,95,81,21,52
1697,2,61,83,30,21,53,41,16,68
1698,4,67,8,84,31,53,45,64,1
1699,6,12,53,52,17,75,64,66,4
1700,5,73,8,1,96,10,61,44,4
1701,6,52,73,68,94,29,41,4,5
1702,6,99,73,6,25,9,55,81,66
1703,3,69,33,53,38,88,20,1,43
1704,5,60,9,61,59,11,8,1,76
1705,5,66,10,89,7,40,81,4,18
1706,5,17,71,12,31,1,6,15,10
1707,3,73,57,7,94,18,1,58,68
1708,2,72,81,25,40,14,82,27,28
1709,3,56,73,5,81,18,11,66,21
1710,5,43,12,39,32,54,1,45,18
1711,5,34,3,59,11,42,40,10,1
1712,4,12,47,66,7,18,61,35,39
1713,6,54,30,1,40,47,53,89,23
1714,5,40,81,53,89,24,60,61,64
1715,6,17,73,2,29,46,47,39,61
1716,4,1,35,65,95,2,80,41,13
1717,5,11,10,60,19,68,89,26,1
1718,3,10,46,78,31,30,64,24,17
1719,6,23,94,21,17,80,60,32,19
1720,4,24,22,11,12,44,26,33,1
1721,3,43,45,53,11,46,28,4,16
1722,3,67,41,46,11,40,19,68,31
1723,8,29,21,17,60,23,59,24,41
1724,4,60,25,17,53,45,19,6,88
1725,5,31,7,19,12,38,4,81,52
1726,6,3,85,60,73,96,57,26,14
1727,5,95,18,90,75,55,96,19,26
1728,6,35,96,18,7,1,32,54,5
1729,3,46,4,44,73,10,97,47,3
1730,5,2,1,46,89,3,67,94,42
1731,3,15,25,57,17,81,1,93,63
1732,4,34,95,15,13,39,66,59,35
1733,2,11,38,4,52,19,2,54,39
1734,5,21,12,52,94,1,40,28,88
1735,2,1,74,31,19,60,4,88,87
1736,3,28,10,80,45,52,17,18,46
1737,5,17,7,23,4,59,40,5,1
1738,8,29,31,32,48,1,20,66,26
1739,3,89,59,47,1,32,31,21,22
1740,2,12,68,1,98,10,23,18,45
1741,3,27,30,1,31,26,21,68,82
1742,5,48,89,60,27,12,21,81,1
1743,2,5,1,35,72,81,26,88,16
1744,4,52,60,64,24,11,3,33,62
1745,4,74,25,1,98,95,41,40,58
1746,6,73,57,59,18,3,17,33,42
1747,3,84,92,40,45,3,26,1,21
1748,2,32,67,21,38,84,1,95,27
1749,3,68,59,33,1,12,5,53,81
1750,5,51,65,86,45,73,13,61,33
1751,3,31,66,1,52,22,24,38,69
1752,4,12,17,67,38,80,32,56,27
1753,7,1,59,4,64,29,52,17,89
1754,5,4,96,53,16,74,22,18,25
1755,4,66,33,87,74,10,4,43,59
1756,3,19,27,54,7,81,65,89,91
1757,4,75,95,54,89,100,9,26,1
1758,2,81,55,25,6,32,40,4,66
1759,2,12,1,18,27,52,25,9,58
1760,4,59,57,31,26,81,10,1,96
1761,6,25,42,95,68,46,94,61,57
1762,3,47,29,66,40,53,96,87,46
1763,3,25,46,54,73,38,33,3,52
1764,3,40,60,66,74,1,12,88,28
1765,8,22,17,52,1,74,54,4,10
1766,3,24,56,81,61,66,52,54,96
1767,4,36,44,21,82,81,15,99,23
1768,6,25,33,24,77,19,66,16,56
1769,7,24,61,67,73,46,89,75,96
1770,5,75,45,1,20,38,81,97,10
1771,5,45,85,59,12,19,29,24,1
1772,3,94,66,40,96,73,95,52,37
1773,5,61,1,74,32,46,90,18,38
1774,5,46,43,54,82,12,40,100,89
1775,5,26,24,45,19,11,79,10,18
1776,5,58,10,63,13,80,94,3,26
1777,2,24,94,54,29,57,4,10,3
1778,5,1,35,52,74,67,66,19,30
1779,2,29,84,12,46,15,18,88,68
1780,3,26,24,75,7,90,56,21,43
1781,2,1,31,28,81,73,25,74,8
1782,5,40,26,48,11,58,52,74,69
1783,3,16,12,52,40,1,7,87,82
1784,3,60,19,3,75,80,11,33,57
1785,4,17,87,80,52,25,33,37,1
1786,3,7,47,3,26,89,95,40,59
1787,2,49,13,58,70,73,14,68,38
1788,3,11,46,57,49,33,60,30,3
1789,6,1,23,24,91,88,70,82,32
1790,5,74,32,1,50,73,95,4,89
1791,5,27,30,95,66,88,1,80,45
1792,4,81,67,4,47,87,80,2,53
1793,3,12,94,87,28,73,59,5,82
1794,4,100,29,52,11,5,26,15,39
1795,4,23,82,44,50,95,31,89,40
1796,3,74,61,32,40,56,33,68,36
1797,3,9,1,62,67,73,24,87,95
1798,4,26,30,31,51,19,29,15,25
1799,3,1,54,7,74,53,98,15,10
1800,3,42,33,61,31,39,13,46,43
1801,3,56,53,17,40,38,10,81,25
1802,4,48,27,100,24,35,8,50,55
1803,4,9,43,14,54,1,2,20,10
1804,4,49,43,9,12,24,8,78,21
1805,5,96,98,1,61,10,41,59,18
1806,2,28,12,61,1,34,24,73,47
1807,7,66,1,5,45,81,26,36,52
1808,8,31,52,41,15,1,62,42,54
1809,8,12,29,86,58,8,30,68,84
1810,3,25,11,5,52,45,68,20,18
1811,2,67,26,1,19,4,59,75,2
1812,8,90,44,21,88,47,25,81,13
1813,8,1,62,39,5,4,76,26,54
1814,2,82,95,19,47,89,17,75,88
1815,6,25,5,73,3,58,13,29,46
1816,3,68,12,17,82,74,11,10,40
1817,5,45,26,12,25,17,1,87,61
1818,3,18,2,29,12,39,5,60,9
1819,5,3,1,31,9,57,10,95,17
1820,4,82,5,96,74,60,72,92,67
1821,3,68,75,45,91,4,39,74,52
1822,8,10,11,18,77,84,5,26,1
1823,5,75,61,32,3,74,94,5,1
1824,5,42,1,38,32,18,40,61,33
1825,2,82,32,88,19,9,67,37,40
1826,2,73,16,17,33,44,96,32,46
1827,3,32,18,59,26,72,60,81,73
1828,5,51,18,100,94,81,32,1,17
1829,7,38,30,79,13,17,96,19,46
1830,4,2,5,64,45,81,71,31,13
1831,6,18,4,5,68,12,7,81,25
1832,7,11,5,14,80,95,29,68,52
1833,6,10,74,95,15,17,38,7,54
1834,3,7,9,5,11,1,26,24,3
1835,4,88,6,96,43,53,9,34,60
1836,4,54,34,3,59,97,61,13,1
1837,3,1,5,45,20,26,76,12,96
1838,5,61,45,89,23,1,68,20,37
1839,6,57,28,46,17,25,16,18,96
1840,8,7,68,1,23,31,35,26,10
1841,3,10,17,39,60,89,61,76,14
1842,4,40,26,4,91,61,51,37,45
1843,3,66,88,67,25,38,42,7,74
1844,4,75,38,39,54,96,28,81,47
1845,3,55,11,19,20,73,53,59,15
1846,4,2,45,80,3,59,73,31,33
1847,6,82,1,59,4,47,43,16,53
1848,7,1,40,66,90,6,35,51,95
1849,2,21,80,51,1,90,22,42,91
1850,4,5,17,70,31,26,21,7,82
1851,6,1,74,25,7,11,33,52,64
1852,8,87,50,25,21,88,15,24,28
1853,4,4,25,74,26,82,83,45,46
1854,4,15,51,94,39,18,2,26,22
1855,7,49,9,1,45,87,89,24,40
1856,3,67,45,47,62,1,19,33,95
1857,3,33,74,8,40,45,7,14,73
1858,4,59,14,60,96,30,81,48,94
1859,4,91,6,10,40,71,53,59,38
1860,3,2,1,24,47,51,12,49,59
1861,3,44,10,13,19,89,26,46,15
1862,3,26,12,1,40,35,18,86,19
1863,4,17,11,35,92,89,33,45,98
1864,6,68,1,34,75,51,32,9,10
1865,5,37,6,78,21,87,10,51,46
1866,2,17,47,18,14,49,33,68,55
1867,4,16,1,73,5,94,25,60,20
1868,3,3,73,4,7,94,26,8,10
1869,6,9,1,51,61,18,89,68,95
1870,4,95,37,28,60,25,19,53,33
1871,4,61,41,13,9,17,32,20,76
1872,6,74,1,54,46,19,12,60,17
1873,6,19,32,20,45,96,40,75,28
1874,7,61,68,73,17,38,31,94,8
1875,4,74,42,11,54,53,87,76,32
1876,4,17,34,39,81,53,12,93,55
1877,3,32,60,41,1,18,5,48,75
1878,5,73,50,67,60,74,80,7,53
1879,4,3,25,96,93,5,4,31,38
1880,5,59,25,18,19,54,22,53,21
1881,4,49,45,8,75,38,17,26,62
1882,3,73,59,48,11,44,52,1,5
1883,4,29,68,25,31,32,66,5,46
1884,3,99,75,30,53,3,4,55,42
1885,4,81,98,80,89,1,32,41,66
1886,7,9,1,31,10,95,14,61,17
1887,4,59,66,75,74,43,28,19,88
1888,6,61,52,96,22,45,3,4,47
1889,4,75,59,73,76,68,23,94,85
1890,6,8,11,7,36,4,6,69,1
1891,4,42,28,43,19,32,30,31,80
1892,4,87,10,33,2,28,95,56,48
1893,2,19,66,45,95,1,3,67,53
1894,3,31,24,1,5,19,76,18,4
1895,4,95,18,47,53,44,84,32,74
1896,2,47,63,50,11,39,68,19,61
1897,4,31,34,1,61,7,89,33,98
1898,7,45,13,11,31,44,21,39,23
1899,7,27,29,26,38,46,22,61,9
1900,5,7,39,24,29,2,100,1,47
1901,5,97,26,4,91,1,31,10,18
1902,4,52,1,58,53,24,12,6,95
1903,6,10,24,96,1,52,39,80,60
1904,4,32,18,75,66,100,13,26,81
1905,3,1,53,73,35,82,95,79,88
1906,4,89,3,21,87,95,5,6,64
1907,2,33,5,98,32,26,11,1,35
1908,2,21,5,1,26,47,92,96,3
1909,3,93,50,18,1,27,19,53,8
1910,3,34,11,71,68,39,46,10,8
1911,4,1,67,8,32,25,60,2,10
1912,5,60,59,58,90,8,38,47,45
1913,3,53,75,77,1,10,32,5,24
1914,4,31,96,3,82,44,78,87,46
1915,6,59,38,33,15,95,40,20,60
1916,6,98,19,88,89,46,61,1,24
1917,4,17,26,18,80,82,27,30,1
1918,3,5,25,81,27,89,64,1,29
1919,3,1,25,47,87,84,38,5,34
1920,2,39,33,1,30,59,4,12,22
1921,3,29,39,59,18,89,87,41,10
1922,4,39,26,13,40,4,19,25,74
1923,4,84,32,27,19,16,59,29,99
1924,4,3,17,19,47,7,37,24,10
1925,7,89,61,26,43,25,1,67,88
1926,3,50,59,60,80,28,95,4,1
1927,3,18,66,47,53,25,1,68,89
1928,5,56,25,61,12,52,1,67,44
1929,5,38,67,78,66,6,75,18,5
1930,5,25,26,71,18,4,21,8,1
1931,5,1,4,53,39,31,12,54,75
1932,6,85,39,68,4,36,61,46,11
1933,4,77,76,24,82,11,39,65,20
1934,5,25,4,19,47,56,95,38,52
1935,5,27,96,67,68,24,73,23,11
1936,4,30,17,11,47,1,26,45,38
1937,4,69,73,1,77,74,52,12,16
1938,4,3,82,26,46,5,31,4,52
1939,4,59,94,33,18,20,1,13,39
1940,6,3,100,80,5,94,13,73,89
1941,4,60,10,51,33,89,93,68,81
1942,4,42,89,65,72,26,33,14,45
1943,5,6,34,1,81,67,40,12,52
1944,3,3,6,66,1,45,32,35,8
1945,7,48,19,87,95,8,13,22,96
1946,4,19,73,5,59,61,89,91,47
1947,5,13,48,73,45,91,2,36,3
1948,3,54,57,88,53,7,41,1,37
1949,4,33,61,38,20,15,3,8,94
1950,3,18,1,53,33,60,19,39,29
1951,3,25,69,32,29,81,59,19,79
1952,3,79,24,96,93,74,4,80,63
1953,4,26,68,1,55,56,89,4,59
1954,5,31,67,14,26,10,20,50,52
1955,4,26,63,33,100,52,5,25,96
1956,3,38,18,87,31,54,28,61,12
1957,2,33,1,60,54,94,83,95,18
1958,5,1,23,26,94,28,68,61,47
1959,7,50,24,96,26,83,61,84,53
1960,5,47,2,1,21,66,24,11,81
1961,6,32,52,10,17,8,72,57,31
1962,3,6,1,52,87,11,73,10,100
1963,4,73,2,95,31,54,85,81,67
1964,3,18,39,10,68,24,23,30,43
1965,2,32,22,1,58,30,95,31,74
1966,3,24,26,60,14,75,61,5,22
1967,5,15,81,12,1,45,7,70,19
1968,4,52,18,53,5,87,60,4,77
1969,5,27,25,12,17,9,1,5,33
1970,6,1,7,18,66,89,25,56,42
1971,5,94,88,54,1,67,51,3,13
1972,6,17,36,1,24,12,59,81,57
1973,5,33,95,51,39,73,65,96,18
1974,8,52,4,38,11,40,39,3,18
1975,6,73,43,12,67,1,68,47,32
1976,2,82,53,5,66,81,17,47,95
1977,4,89,74,77,18,13,12,4,73
1978,3,15,67,46,24,74,72,73,12
1979,6,97,54,10,34,59,52,26,42
1980,6,37,1,72,68,66,53,19,54
1981,3,59,61,39,94,3,20,85,67
1982,4,45,32,20,66,31,21,95,94
1983,3,28,26,11,19,41,32,87,47
1984,4,87,23,26,66,1,89,47,94
1985,5,73,1,79,66,67,28,31,30
1986,4,11,18,4,34,87,19,61,89
1987,7,76,91,19,65,53,47,6,39
1988,5,29,99,23,11,94,26,3,25
1989,5,17,67,38,83,39,61,44,66
1990,2,37,31,2,53,97,44,20,66
1991,4,97,48,51,96,80,1,12,19
1992,5,5,57,40,53,56,12,16,11
1993,5,67,60,25,17,1,24,89,74
1994,3,10,93,87,2,7,17,27,52
1995,8,81,7,63,33,83,95,99,24
1996,4,47,46,41,25,12,11,74,1
1997,4,4,90,34,16,52,99,19,51
1998,3,61,8,46,54,84,40,74,16
1999,5,27,12,67,7,44,9,39,18
2000,5,38,8,18,73,1,49,96,75
2001,5,17,19,7,55,89,81,53,32
2002,6,94,64,29,7,13,14,59,4
2003,5,19,24,25,33,92,10,82,80
2004,6,1,67,84,93,59,20,34,82
2005,5,96,39,10,38,67,93,73,8
2006,5,32,52,36,1,19,18,12,13
2007,5,1,96,6,24,41,43,11,54
2008,4,89,12,39,96,1,87,91,67
2009,5,7,45,4,87,19,66,80,54
2010,3,14,1,26,51,45,25,52,9
2011,5,25,28,82,2,32,33,95,66
2012,4,87,73,11,50,45,57,19,81
2013,3,14,53,33,54,58,96,63,4
2014,3,17,74,1,26,82,89,60,31
2015,7,22,54,39,29,53,60,25,81
2016,3,25,26,38,11,33,2,58,41
2017,4,1,37,53,61,26,4,38,82
2018,6,96,61,1,23,2,32,17,31
2019,6,94,22,13,81,88,43,16,25
2020,3,2,12,33,46,14,17,13,36
2021,8,88,74,17,89,7,33,1,52
2022,3,60,74,73,31,15,47,11,65
2023,5,48,95,1,10,61,43,17,12
2024,6,74,33,28,19,31,43,32,14
2025,3,12,25,4,82,45,31,89,33
2026,5,32,91,61,74,19,22,12,11
2027,5,36,12,56,45,75,82,67,7
2028,2,16,10,2,38,76,43,60,3
2029,4,2,32,39,49,20,57,4,1
2030,3,98,81,10,82,5,89,1,40
2031,8,54,1,33,80,25,90,66,3
2032,4,23,54,26,61,50,75,24,3
2033,2,47,87,51,39,94,34,3,20
2034,2,43,11,37,59,2,83,61,4
2035,4,59,23,38,3,1,53,99,19
2036,4,66,60,10,34,31,45,75,16
2037,7,94,16,96,89,20,42,90,22
